,Id,Gracz1,Talia1,Gracz2,Talia2,Wynik
18653,118654.0,A1,deck783787,A1,deck743088,1
18664,118665.0,A1,deck902884,A1,deck361428,0
18675,118676.0,A1,deck707709,A1,deck929572,0
18703,118704.0,A1,deck762510,A1,deck418344,1
18711,118712.0,A1,deck151327,A1,deck615660,0
18735,118736.0,A1,deck929572,A1,deck783787,0
18744,118745.0,A1,deck986212,A1,deck707709,0
18835,118836.0,A1,deck455144,A1,deck989685,1
18842,118843.0,A1,deck290069,A1,deck366025,0
18895,118896.0,A1,deck615660,A1,deck924291,0
18981,118982.0,A1,deck295052,A1,deck295052,0
19004,119005.0,A1,deck780948,A1,deck302164,0
19171,119172.0,A1,deck757429,A1,deck743088,1
19174,119175.0,A1,deck814743,A1,deck953788,0
19194,119195.0,A1,deck411629,A1,deck780948,1
19243,119244.0,A1,deck155445,A1,deck290069,1
19262,119263.0,A1,deck631867,A1,deck989685,1
19353,119354.0,A1,deck418344,A1,deck964828,1
19372,119373.0,A1,deck702239,A1,deck155445,0
19445,119446.0,A1,deck418344,A1,deck902884,0
19498,119499.0,A1,deck366025,A1,deck371776,0
19507,119508.0,A1,deck762510,A1,deck151327,0
19596,119597.0,A1,deck224532,A1,deck337123,0
19655,119656.0,A1,deck979479,A1,deck434733,1
19680,119681.0,A1,deck929572,A1,deck814743,0
19710,119711.0,A1,deck224532,A1,deck361428,0
19725,119726.0,A1,deck707709,A1,deck371776,0
19732,119733.0,A1,deck434733,A1,deck964828,1
19734,119735.0,A1,deck979479,A1,deck391141,1
19798,119799.0,A1,deck989685,A1,deck631867,0
19807,119808.0,A1,deck302164,A1,deck964828,0
19836,119837.0,A1,deck599712,A1,deck783787,0
19837,119838.0,A1,deck834253,A1,deck380067,0
19956,119957.0,A1,deck986078,A1,deck605555,1
20027,120028.0,A1,deck956742,A1,deck224532,0
20037,120038.0,A1,deck458651,A1,deck902884,0
20070,120071.0,A1,deck953788,A1,deck380059,0
20109,120110.0,A1,deck834253,A1,deck986078,0
20146,120147.0,A1,deck224532,A1,deck956742,0
20203,120204.0,A1,deck605555,A1,deck151327,1
20295,120296.0,A1,deck631867,A1,deck337123,1
20303,120304.0,A1,deck366025,A1,deck902884,1
20326,120327.0,A1,deck126998,A1,deck739870,1
20385,120386.0,A1,deck380059,A1,deck929572,0
20431,120432.0,A1,deck707709,A1,deck679959,0
20444,120445.0,A1,deck783787,A1,deck366025,0
20450,120451.0,A1,deck707709,A1,deck361428,0
20491,120492.0,A1,deck224532,A1,deck979479,0
20498,120499.0,A1,deck615660,A1,deck197966,1
20581,120582.0,A1,deck953788,A1,deck651132,1
20735,120736.0,A1,deck814743,A1,deck565877,1
20771,120772.0,A1,deck380059,A1,deck565877,1
20811,120812.0,A1,deck550173,A1,deck757429,0
20822,120823.0,A1,deck681935,A1,deck337123,0
20845,120846.0,A1,deck757429,A1,deck483519,0
20852,120853.0,A1,deck550173,A1,deck126998,1
20901,120902.0,A1,deck902884,A1,deck912030,1
21000,121001.0,A1,deck762510,A1,deck631867,1
21040,121041.0,A1,deck834253,A1,deck809243,0
21058,121059.0,A1,deck780948,A1,deck525929,1
21093,121094.0,A1,deck757429,A1,deck902884,0
21123,121124.0,A1,deck834253,A1,deck599712,1
21217,121218.0,A1,deck371776,A1,deck952629,0
21244,121245.0,A1,deck434733,A1,deck155445,0
21283,121284.0,A1,deck361428,A1,deck736134,0
21336,121337.0,A1,deck902884,A1,deck302164,0
21346,121347.0,A1,deck679959,A1,deck964828,0
21349,121350.0,A1,deck743088,A1,deck986078,0
21362,121363.0,A1,deck924291,A1,deck809243,1
21367,121368.0,A1,deck525929,A1,deck799024,0
21391,121392.0,A1,deck380059,A1,deck631867,0
21392,121393.0,A1,deck631867,A1,deck126998,0
21402,121403.0,A1,deck391141,A1,deck667883,0
21427,121428.0,A1,deck822100,A1,deck151327,1
21487,121488.0,A1,deck380059,A1,deck912030,0
21631,121632.0,A1,deck615660,A1,deck664916,0
21649,121650.0,A1,deck599712,A1,deck380067,1
21718,121719.0,A1,deck332728,A1,deck986212,1
21777,121778.0,A1,deck455144,A1,deck391141,0
21887,121888.0,A1,deck762510,A1,deck295052,1
21920,121921.0,A1,deck743088,A1,deck664916,1
21931,121932.0,A1,deck667883,A1,deck834253,1
21950,121951.0,A1,deck956742,A1,deck809243,1
21968,121969.0,A1,deck822100,A1,deck780948,0
22042,122043.0,A1,deck525929,A1,deck952629,0
22043,122044.0,A1,deck155445,A1,deck834253,1
22053,122054.0,A1,deck953788,A1,deck434733,0
22116,122117.0,A1,deck757429,A1,deck411629,1
22127,122128.0,A1,deck631867,A1,deck525010,1
22142,122143.0,A1,deck578264,A1,deck679959,0
22150,122151.0,A1,deck411629,A1,deck525929,0
22156,122157.0,A1,deck667883,A1,deck681935,1
22164,122165.0,A1,deck783787,A1,deck952629,1
22199,122200.0,A1,deck197966,A1,deck716913,1
22217,122218.0,A1,deck295052,A1,deck952629,0
22263,122264.0,A1,deck605555,A1,deck455144,0
22335,122336.0,A1,deck964828,A1,deck822100,0
22343,122344.0,A1,deck605555,A1,deck799024,0
22351,122352.0,A1,deck483519,A1,deck762510,0
22394,122395.0,A1,deck295052,A1,deck762510,1
22395,122396.0,A1,deck455144,A1,deck739870,0
22413,122414.0,A1,deck366025,A1,deck953788,0
22414,122415.0,A1,deck302164,A1,deck550173,0
22437,122438.0,A1,deck736134,A1,deck822100,0
22458,122459.0,A1,deck525010,A1,deck599712,1
22473,122474.0,A1,deck707709,A1,deck743088,1
22481,122482.0,A1,deck716913,A1,deck599712,1
22496,122497.0,A1,deck953788,A1,deck391141,1
22545,122546.0,A1,deck308276,A1,deck631867,0
22575,122576.0,A1,deck716913,A1,deck762510,0
22597,122598.0,A1,deck814743,A1,deck757429,1
22609,122610.0,A1,deck757429,A1,deck736134,1
22613,122614.0,A1,deck550173,A1,deck411629,0
22671,122672.0,A1,deck550173,A1,deck380067,0
22733,122734.0,A1,deck224532,A1,deck380067,0
22743,122744.0,A1,deck847742,A1,deck565877,0
22790,122791.0,A1,deck762510,A1,deck664916,0
22827,122828.0,A1,deck550173,A1,deck361428,1
22864,122865.0,A1,deck525929,A1,deck418344,0
22931,122932.0,A1,deck302164,A1,deck434733,0
22941,122942.0,A1,deck847742,A1,deck599712,1
23009,123010.0,A1,deck332728,A1,deck986078,0
23029,123030.0,A1,deck681935,A1,deck847742,0
23055,123056.0,A1,deck799024,A1,deck989685,1
23070,123071.0,A1,deck809243,A1,deck224532,0
23076,123077.0,A1,deck380067,A1,deck924291,0
23120,123121.0,A1,deck391141,A1,deck681935,1
23122,123123.0,A1,deck702239,A1,deck739870,1
23227,123228.0,A1,deck799024,A1,deck667883,0
23282,123283.0,A1,deck155445,A1,deck308276,1
23290,123291.0,A1,deck681935,A1,deck302164,1
23314,123315.0,A1,deck953788,A1,deck986212,1
23387,123388.0,A1,deck337123,A1,deck952629,1
23407,123408.0,A1,deck762510,A1,deck953788,1
23456,123457.0,A1,deck290069,A1,deck565877,0
23473,123474.0,A1,deck361428,A1,deck605555,0
23590,123591.0,A1,deck707709,A1,deck799024,0
23602,123603.0,A1,deck599712,A1,deck702239,1
23608,123609.0,A1,deck155445,A1,deck739870,0
23659,123660.0,A1,deck956742,A1,deck361428,1
23661,123662.0,A1,deck458651,A1,deck380059,1
23681,123682.0,A1,deck455144,A1,deck651132,1
23691,123692.0,A1,deck418344,A1,deck986078,1
23696,123697.0,A1,deck418344,A1,deck847742,1
23732,123733.0,A1,deck986212,A1,deck155445,0
23777,123778.0,A1,deck366025,A1,deck912030,0
23793,123794.0,A1,deck822100,A1,deck483519,1
23832,123833.0,A1,deck762510,A1,deck615660,0
23937,123938.0,A1,deck380059,A1,deck847742,1
23991,123992.0,A1,deck847742,A1,deck757429,1
24063,124064.0,A1,deck224532,A1,deck952629,0
24121,124122.0,A1,deck434733,A1,deck739870,0
24127,124128.0,A1,deck332728,A1,deck716913,1
24152,124153.0,A1,deck664916,A1,deck302164,1
24191,124192.0,A1,deck295052,A1,deck952629,0
24205,124206.0,A1,deck391141,A1,deck224532,1
24230,124231.0,A1,deck799024,A1,deck332728,0
24270,124271.0,A1,deck615660,A1,deck664916,0
24294,124295.0,A1,deck679959,A1,deck664916,1
24332,124333.0,A1,deck380067,A1,deck847742,0
24349,124350.0,A1,deck902884,A1,deck525929,0
24367,124368.0,A1,deck525010,A1,deck155445,0
24478,124479.0,A1,deck964828,A1,deck986212,1
24527,124528.0,A1,deck525929,A1,deck648089,0
24530,124531.0,A1,deck979479,A1,deck605555,0
24560,124561.0,A1,deck599712,A1,deck679959,0
24583,124584.0,A1,deck743088,A1,deck599712,0
24594,124595.0,A1,deck308276,A1,deck434733,0
24620,124621.0,A1,deck681935,A1,deck736134,0
24652,124653.0,A1,deck380059,A1,deck224532,1
24656,124657.0,A1,deck780948,A1,deck295052,0
24709,124710.0,A1,deck822100,A1,deck651132,1
24802,124803.0,A1,deck667883,A1,deck361428,1
24807,124808.0,A1,deck525929,A1,deck483519,0
24851,124852.0,A1,deck762510,A1,deck525929,0
24891,124892.0,A1,deck455144,A1,deck599712,0
24895,124896.0,A1,deck902884,A1,deck783787,1
24897,124898.0,A1,deck565877,A1,deck986212,0
24915,124916.0,A1,deck126998,A1,deck380067,1
24969,124970.0,A1,deck458651,A1,deck295052,1
25002,125003.0,A1,deck434733,A1,deck664916,1
25159,125160.0,A1,deck929572,A1,deck366025,1
25223,125224.0,A1,deck380059,A1,deck834253,0
25236,125237.0,A1,deck799024,A1,deck599712,1
25297,125298.0,A1,deck380067,A1,deck371776,0
25309,125310.0,A1,deck716913,A1,deck411629,0
25321,125322.0,A1,deck302164,A1,deck126998,0
25324,125325.0,A1,deck953788,A1,deck337123,1
25373,125374.0,A1,deck651132,A1,deck391141,0
25381,125382.0,A1,deck290069,A1,deck151327,0
25460,125461.0,A1,deck605555,A1,deck847742,1
25476,125477.0,A1,deck814743,A1,deck651132,1
25494,125495.0,A1,deck814743,A1,deck799024,0
25508,125509.0,A1,deck667883,A1,deck295052,1
25574,125575.0,A1,deck956742,A1,deck912030,1
25595,125596.0,A1,deck809243,A1,deck762510,0
25626,125627.0,A1,deck525929,A1,deck912030,1
25645,125646.0,A1,deck952629,A1,deck847742,1
25653,125654.0,A1,deck483519,A1,deck989685,1
25654,125655.0,A1,deck757429,A1,deck757429,0
25666,125667.0,A1,deck986212,A1,deck739870,0
25721,125722.0,A1,deck814743,A1,deck605555,0
25792,125793.0,A1,deck664916,A1,deck366025,0
25794,125795.0,A1,deck458651,A1,deck565877,0
25860,125861.0,A1,deck679959,A1,deck458651,0
25894,125895.0,A1,deck295052,A1,deck483519,0
25945,125946.0,A1,deck986212,A1,deck151327,0
25975,125976.0,A1,deck599712,A1,deck780948,0
25990,125991.0,A1,deck434733,A1,deck716913,1
26033,126034.0,A1,deck702239,A1,deck337123,1
26057,126058.0,A1,deck599712,A1,deck126998,1
26093,126094.0,A1,deck197966,A1,deck374740,0
26114,126115.0,A1,deck155445,A1,deck902884,1
26142,126143.0,A1,deck391141,A1,deck736134,1
26156,126157.0,A1,deck679959,A1,deck126998,1
26246,126247.0,A1,deck197966,A1,deck651132,1
26276,126277.0,A1,deck952629,A1,deck302164,0
26279,126280.0,A1,deck578264,A1,deck126998,0
26325,126326.0,A1,deck956742,A1,deck716913,1
26340,126341.0,A1,deck989685,A1,deck525010,1
26353,126354.0,A1,deck681935,A1,deck337123,0
26363,126364.0,A1,deck702239,A1,deck912030,0
26399,126400.0,A1,deck302164,A1,deck783787,1
26470,126471.0,A1,deck702239,A1,deck197966,0
26490,126491.0,A1,deck986078,A1,deck707709,0
26491,126492.0,A1,deck337123,A1,deck411629,1
26498,126499.0,A1,deck799024,A1,deck337123,0
26513,126514.0,A1,deck834253,A1,deck716913,0
26516,126517.0,A1,deck986078,A1,deck783787,0
26547,126548.0,A1,deck716913,A1,deck912030,1
26620,126621.0,A1,deck979479,A1,deck615660,0
26625,126626.0,A1,deck986078,A1,deck615660,0
26646,126647.0,A1,deck374740,A1,deck679959,0
26708,126709.0,A1,deck197966,A1,deck739870,1
26801,126802.0,A1,deck483519,A1,deck648089,1
26865,126866.0,A1,deck912030,A1,deck814743,0
26955,126956.0,A1,deck411629,A1,deck989685,0
27022,127023.0,A1,deck411629,A1,deck702239,1
27116,127117.0,A1,deck902884,A1,deck956742,0
27140,127141.0,A1,deck989685,A1,deck986212,1
27188,127189.0,A1,deck799024,A1,deck550173,0
27202,127203.0,A1,deck605555,A1,deck780948,0
27232,127233.0,A1,deck924291,A1,deck986212,1
27237,127238.0,A1,deck361428,A1,deck418344,1
27313,127314.0,A1,deck418344,A1,deck964828,1
27333,127334.0,A1,deck332728,A1,deck380067,1
27503,127504.0,A1,deck374740,A1,deck702239,1
27639,127640.0,A1,deck151327,A1,deck783787,1
27648,127649.0,A1,deck739870,A1,deck814743,1
27687,127688.0,A1,deck155445,A1,deck736134,1
27733,127734.0,A1,deck434733,A1,deck736134,1
27735,127736.0,A1,deck679959,A1,deck902884,1
27746,127747.0,A1,deck371776,A1,deck455144,0
27778,127779.0,A1,deck783787,A1,deck736134,1
27816,127817.0,A1,deck418344,A1,deck332728,0
27819,127820.0,A1,deck483519,A1,deck679959,0
27894,127895.0,A1,deck739870,A1,deck780948,0
27976,127977.0,A1,deck799024,A1,deck380067,0
28040,128041.0,A1,deck525929,A1,deck308276,0
28078,128079.0,A1,deck366025,A1,deck371776,0
28083,128084.0,A1,deck847742,A1,deck380059,0
28103,128104.0,A1,deck809243,A1,deck716913,0
28228,128229.0,A1,deck964828,A1,deck651132,0
28280,128281.0,A1,deck979479,A1,deck565877,0
28292,128293.0,A1,deck757429,A1,deck667883,0
28345,128346.0,A1,deck739870,A1,deck902884,1
28393,128394.0,A1,deck361428,A1,deck762510,1
28416,128417.0,A1,deck578264,A1,deck929572,1
28434,128435.0,A1,deck578264,A1,deck599712,0
28440,128441.0,A1,deck411629,A1,deck525010,1
28449,128450.0,A1,deck989685,A1,deck224532,1
28537,128538.0,A1,deck956742,A1,deck736134,0
28543,128544.0,A1,deck411629,A1,deck605555,0
28596,128597.0,A1,deck979479,A1,deck599712,1
28601,128602.0,A1,deck986212,A1,deck743088,0
28606,128607.0,A1,deck679959,A1,deck902884,0
28619,128620.0,A1,deck374740,A1,deck799024,0
28647,128648.0,A1,deck455144,A1,deck550173,0
28684,128685.0,A1,deck953788,A1,deck952629,0
28718,128719.0,A1,deck550173,A1,deck651132,0
28724,128725.0,A1,deck332728,A1,deck302164,1
28782,128783.0,A1,deck799024,A1,deck651132,1
28836,128837.0,A1,deck371776,A1,deck599712,1
28873,128874.0,A1,deck679959,A1,deck361428,0
28939,128940.0,A1,deck757429,A1,deck780948,1
28955,128956.0,A1,deck679959,A1,deck224532,1
28979,128980.0,A1,deck483519,A1,deck986212,0
29012,129013.0,A1,deck822100,A1,deck814743,1
29035,129036.0,A1,deck986078,A1,deck739870,0
29082,129083.0,A1,deck565877,A1,deck783787,1
29084,129085.0,A1,deck418344,A1,deck599712,1
29126,129127.0,A1,deck380067,A1,deck929572,0
29157,129158.0,A1,deck716913,A1,deck483519,0
29274,129275.0,A1,deck599712,A1,deck964828,1
29278,129279.0,A1,deck578264,A1,deck361428,1
29287,129288.0,A1,deck380067,A1,deck929572,0
29334,129335.0,A1,deck374740,A1,deck483519,0
29368,129369.0,A1,deck648089,A1,deck702239,0
29411,129412.0,A1,deck762510,A1,deck391141,1
29454,129455.0,A1,deck197966,A1,deck308276,1
29464,129465.0,A1,deck151327,A1,deck986212,0
29564,129565.0,A1,deck953788,A1,deck565877,0
29577,129578.0,A1,deck929572,A1,deck151327,1
29630,129631.0,A1,deck290069,A1,deck434733,0
29638,129639.0,A1,deck565877,A1,deck391141,1
29641,129642.0,A1,deck902884,A1,deck716913,1
29642,129643.0,A1,deck308276,A1,deck434733,1
29660,129661.0,A1,deck290069,A1,deck483519,0
29712,129713.0,A1,deck648089,A1,deck736134,0
29836,129837.0,A1,deck366025,A1,deck302164,1
29867,129868.0,A1,deck380059,A1,deck716913,1
29889,129890.0,A1,deck736134,A1,deck834253,0
29991,129992.0,A1,deck679959,A1,deck550173,1
30009,130010.0,A1,deck483519,A1,deck599712,1
30049,130050.0,A1,deck809243,A1,deck799024,0
30101,130102.0,A1,deck986078,A1,deck847742,0
30117,130118.0,A1,deck986212,A1,deck308276,1
30123,130124.0,A1,deck929572,A1,deck565877,0
30154,130155.0,A1,deck743088,A1,deck418344,1
30273,130274.0,A1,deck366025,A1,deck702239,1
30287,130288.0,A1,deck483519,A1,deck924291,0
30408,130409.0,A1,deck332728,A1,deck664916,1
30496,130497.0,A1,deck964828,A1,deck578264,1
30497,130498.0,A1,deck366025,A1,deck458651,1
30537,130538.0,A1,deck525010,A1,deck308276,1
30543,130544.0,A1,deck964828,A1,deck224532,1
30641,130642.0,A1,deck929572,A1,deck151327,0
30701,130702.0,A1,deck391141,A1,deck418344,1
30735,130736.0,A1,deck667883,A1,deck739870,1
30761,130762.0,A1,deck455144,A1,deck799024,1
30763,130764.0,A1,deck155445,A1,deck418344,1
30777,130778.0,A1,deck483519,A1,deck290069,1
30782,130783.0,A1,deck302164,A1,deck631867,0
30904,130905.0,A1,deck902884,A1,deck648089,1
30972,130973.0,A1,deck783787,A1,deck155445,0
31015,131016.0,A1,deck799024,A1,deck155445,1
31030,131031.0,A1,deck986212,A1,deck155445,0
31107,131108.0,A1,deck739870,A1,deck716913,1
31131,131132.0,A1,deck380059,A1,deck458651,1
31149,131150.0,A1,deck434733,A1,deck605555,1
31157,131158.0,A1,deck757429,A1,deck964828,0
31189,131190.0,A1,deck739870,A1,deck455144,0
31200,131201.0,A1,deck799024,A1,deck707709,1
31231,131232.0,A1,deck912030,A1,deck337123,1
31236,131237.0,A1,deck664916,A1,deck434733,0
31322,131323.0,A1,deck458651,A1,deck681935,0
31339,131340.0,A1,deck743088,A1,deck667883,1
31364,131365.0,A1,deck578264,A1,deck126998,0
31482,131483.0,A1,deck736134,A1,deck565877,1
31539,131540.0,A1,deck615660,A1,deck366025,0
31553,131554.0,A1,deck648089,A1,deck822100,0
31592,131593.0,A1,deck783787,A1,deck716913,1
31608,131609.0,A1,deck929572,A1,deck648089,1
31695,131696.0,A1,deck757429,A1,deck716913,1
31752,131753.0,A1,deck455144,A1,deck434733,0
31783,131784.0,A1,deck578264,A1,deck707709,0
31812,131813.0,A1,deck780948,A1,deck679959,1
31862,131863.0,A1,deck929572,A1,deck814743,0
31902,131903.0,A1,deck986212,A1,deck929572,1
31917,131918.0,A1,deck224532,A1,deck455144,0
32003,132004.0,A1,deck651132,A1,deck380059,0
32065,132066.0,A1,deck809243,A1,deck578264,1
32084,132085.0,A1,deck902884,A1,deck525010,0
32143,132144.0,A1,deck799024,A1,deck739870,1
32190,132191.0,A1,deck550173,A1,deck799024,1
32233,132234.0,A1,deck822100,A1,deck126998,0
32237,132238.0,A1,deck986212,A1,deck565877,0
32306,132307.0,A1,deck651132,A1,deck455144,1
32391,132392.0,A1,deck664916,A1,deck681935,1
32433,132434.0,A1,deck290069,A1,deck361428,1
32437,132438.0,A1,deck599712,A1,deck847742,1
32514,132515.0,A1,deck681935,A1,deck989685,0
32524,132525.0,A1,deck337123,A1,deck455144,1
32578,132579.0,A1,deck483519,A1,deck716913,1
32621,132622.0,A1,deck929572,A1,deck681935,0
32769,132770.0,A1,deck681935,A1,deck380067,0
32776,132777.0,A1,deck986212,A1,deck332728,1
32779,132780.0,A1,deck783787,A1,deck664916,1
32870,132871.0,A1,deck757429,A1,deck224532,0
32873,132874.0,A1,deck707709,A1,deck615660,0
32882,132883.0,A1,deck924291,A1,deck809243,1
32907,132908.0,A1,deck605555,A1,deck707709,0
32908,132909.0,A1,deck615660,A1,deck952629,1
32911,132912.0,A1,deck986078,A1,deck565877,1
32921,132922.0,A1,deck762510,A1,deck924291,1
32928,132929.0,A1,deck380067,A1,deck679959,0
32973,132974.0,A1,deck302164,A1,deck986078,1
33043,133044.0,A1,deck979479,A1,deck924291,0
33102,133103.0,A1,deck953788,A1,deck391141,0
33134,133135.0,A1,deck989685,A1,deck667883,0
33150,133151.0,A1,deck371776,A1,deck483519,0
33151,133152.0,A1,deck374740,A1,deck739870,0
33195,133196.0,A1,deck783787,A1,deck799024,1
33217,133218.0,A1,deck912030,A1,deck743088,0
33221,133222.0,A1,deck667883,A1,deck599712,0
33231,133232.0,A1,deck308276,A1,deck155445,0
33236,133237.0,A1,deck302164,A1,deck814743,1
33241,133242.0,A1,deck648089,A1,deck736134,1
33298,133299.0,A1,deck332728,A1,deck366025,0
33341,133342.0,A1,deck952629,A1,deck743088,0
33418,133419.0,A1,deck956742,A1,deck702239,0
33438,133439.0,A1,deck290069,A1,deck809243,0
33456,133457.0,A1,deck736134,A1,deck651132,0
33457,133458.0,A1,deck332728,A1,deck989685,0
33506,133507.0,A1,deck455144,A1,deck902884,0
33511,133512.0,A1,deck716913,A1,deck986078,1
33512,133513.0,A1,deck648089,A1,deck681935,1
33520,133521.0,A1,deck391141,A1,deck667883,0
33559,133560.0,A1,deck605555,A1,deck631867,1
33629,133630.0,A1,deck308276,A1,deck736134,0
33638,133639.0,A1,deck550173,A1,deck757429,1
33785,133786.0,A1,deck434733,A1,deck902884,0
33786,133787.0,A1,deck924291,A1,deck605555,1
33802,133803.0,A1,deck681935,A1,deck631867,0
33872,133873.0,A1,deck809243,A1,deck822100,0
33875,133876.0,A1,deck952629,A1,deck847742,0
33888,133889.0,A1,deck924291,A1,deck681935,1
33907,133908.0,A1,deck679959,A1,deck986078,0
33943,133944.0,A1,deck411629,A1,deck361428,1
33955,133956.0,A1,deck295052,A1,deck455144,0
33977,133978.0,A1,deck599712,A1,deck374740,1
34014,134015.0,A1,deck599712,A1,deck979479,0
34020,134021.0,A1,deck434733,A1,deck525929,0
34024,134025.0,A1,deck707709,A1,deck483519,1
34063,134064.0,A1,deck525929,A1,deck224532,1
34096,134097.0,A1,deck667883,A1,deck986212,1
34117,134118.0,A1,deck391141,A1,deck953788,0
34150,134151.0,A1,deck332728,A1,deck565877,0
34216,134217.0,A1,deck565877,A1,deck332728,0
34387,134388.0,A1,deck716913,A1,deck578264,1
34419,134420.0,A1,deck809243,A1,deck648089,0
34425,134426.0,A1,deck337123,A1,deck366025,0
34501,134502.0,A1,deck822100,A1,deck371776,0
34525,134526.0,A1,deck380059,A1,deck578264,1
34538,134539.0,A1,deck434733,A1,deck739870,1
34614,134615.0,A1,deck681935,A1,deck550173,0
34631,134632.0,A1,deck716913,A1,deck702239,0
34652,134653.0,A1,deck743088,A1,deck302164,0
34697,134698.0,A1,deck648089,A1,deck979479,0
34734,134735.0,A1,deck952629,A1,deck151327,0
34769,134770.0,A1,deck986078,A1,deck565877,0
34810,134811.0,A1,deck155445,A1,deck762510,0
34859,134860.0,A1,deck483519,A1,deck380067,0
34877,134878.0,A1,deck707709,A1,deck455144,1
34921,134922.0,A1,deck295052,A1,deck648089,0
34960,134961.0,A1,deck290069,A1,deck702239,0
34971,134972.0,A1,deck361428,A1,deck953788,0
35067,135068.0,A1,deck822100,A1,deck780948,0
